SCRUB_DC_NO,SCRUB_Category_no,Year,Week
64,136,2021,48
64,165,2021,48
64,31,2021,48
64,148,2021,48
64,181,2021,48
64,289,2021,48
64,48,2021,48
64,188,2021,48
64,62,2021,48
64,275,2021,48
64,145,2021,48
64,12,2021,48
64,115,2021,48
64,291,2021,48
64,36,2021,48
64,234,2021,48
64,19,2021,48
64,142,2021,48
64,72,2021,48
64,309,2021,48
64,195,2021,48
64,226,2021,48
64,310,2021,48
64,292,2021,48
64,344,2021,48
64,309,2021,48
64,290,2021,48
64,97,2021,48
64,124,2021,48
64,337,2021,48
64,149,2021,48
64,248,2021,48
64,168,2021,48
64,45,2021,48
64,158,2021,48
64,92,2021,48
64,276,2021,48
64,107,2021,48
64,166,2021,48
64,281,2021,48
64,170,2021,48
64,158,2021,48
64,331,2021,48
64,82,2021,48
64,73,2021,48
64,52,2021,48
64,295,2021,48
64,306,2021,48
64,108,2021,48
64,343,2021,48
64,312,2021,48
64,98,2021,48
64,211,2021,48
64,3,2021,48
64,105,2021,48
64,108,2021,48
64,218,2021,48
64,245,2021,48
64,154,2021,48
64,244,2021,48
64,146,2021,48
64,177,2021,48
64,231,2021,48
64,141,2021,48
64,283,2021,48
64,48,2021,48
64,43,2021,48
64,191,2021,48
64,189,2021,48
64,196,2021,48
64,308,2021,48
64,175,2021,48
64,27,2021,48
64,235,2021,48
64,74,2021,48
64,297,2021,48
64,296,2021,48
64,127,2021,48
64,299,2021,48
64,44,2021,48
64,95,2021,48
64,189,2021,48
64,137,2021,48
64,283,2021,48
64,213,2021,48
64,39,2021,48
64,36,2021,48
64,151,2021,48
64,64,2021,48
64,283,2021,48
64,342,2021,48
64,258,2021,48
64,343,2021,48
64,168,2021,48
64,90,2021,48
64,69,2021,48
64,170,2021,48
64,119,2021,48
64,222,2021,48
64,190,2021,48
64,242,2021,48
64,317,2021,48
64,23,2021,48
64,255,2021,48
64,170,2021,48
64,221,2021,48
64,100,2021,48
64,80,2021,48
64,171,2021,48
64,145,2021,48
64,181,2021,48
64,29,2021,48
64,119,2021,48
64,212,2021,48
64,307,2021,48
64,329,2021,48
64,248,2021,48
64,234,2021,48
64,174,2021,48
64,113,2021,48
64,22,2021,48
64,85,2021,48
64,330,2021,48
64,210,2021,48
64,175,2021,48
64,99,2021,48
64,12,2021,48
64,124,2021,48
64,338,2021,48
64,320,2021,48
64,316,2021,48
64,127,2021,48
64,322,2021,48
64,228,2021,48
64,273,2021,48
64,139,2021,48
64,325,2021,48
64,5,2021,48
64,71,2021,48
64,276,2021,48
64,37,2021,48
64,28,2021,48
64,224,2021,48
64,321,2021,48
64,285,2021,48
64,340,2021,48
64,316,2021,48
64,243,2021,48
64,283,2021,48
64,119,2021,48
64,319,2021,48
64,269,2021,48
64,116,2021,48
64,344,2021,48
64,289,2021,49
64,133,2021,49
64,15,2021,49
64,28,2021,49
64,123,2021,49
64,9,2021,49
64,111,2021,49
64,70,2021,49
64,284,2021,49
64,164,2021,49
64,219,2021,49
64,187,2021,49
64,272,2021,49
64,148,2021,49
64,153,2021,49
64,211,2021,49
64,279,2021,49
64,93,2021,49
64,185,2021,49
64,296,2021,49
64,244,2021,49
64,315,2021,49
64,25,2021,49
64,35,2021,49
64,137,2021,49
64,32,2021,49
64,193,2021,49
64,140,2021,49
64,71,2021,49
64,192,2021,49
64,87,2021,49
64,154,2021,49
64,171,2021,49
64,124,2021,49
64,98,2021,49
64,246,2021,49
64,228,2021,49
64,125,2021,49
64,280,2021,49
64,88,2021,49
64,159,2021,49
64,267,2021,49
64,264,2021,49
64,21,2021,49
64,291,2021,49
64,237,2021,49
64,274,2021,49
64,320,2021,49
64,217,2021,49
64,207,2021,49
64,134,2021,49
64,185,2021,49
64,232,2021,49
64,288,2021,49
64,43,2021,49
64,226,2021,49
64,346,2021,49
64,301,2021,49
64,6,2021,49
64,121,2021,49
64,79,2021,49
64,327,2021,49
64,10,2021,49
64,304,2021,49
64,300,2021,49
64,8,2021,49
64,271,2021,49
64,14,2021,49
64,134,2021,49
64,338,2021,49
64,339,2021,49
64,262,2021,49
64,33,2021,49
64,48,2021,49
64,230,2021,49
64,286,2021,49
64,116,2021,49
64,298,2021,49
64,250,2021,49
64,205,2021,49
64,241,2021,49
64,199,2021,49
64,9,2021,49
64,11,2021,49
64,346,2021,49
64,313,2021,49
64,32,2021,49
64,245,2021,49
64,168,2021,49
64,274,2021,49
64,315,2021,49
64,291,2021,49
64,229,2021,49
64,190,2021,49
64,38,2021,49
64,95,2021,49
64,102,2021,49
64,309,2021,49
64,300,2021,49
64,187,2021,49
64,26,2021,49
64,345,2021,49
64,198,2021,49
64,106,2021,49
64,87,2021,49
64,122,2021,49
64,123,2021,49
64,99,2021,49
64,130,2021,49
64,113,2021,49
64,272,2021,49
64,123,2021,49
64,287,2021,49
64,120,2021,49
64,304,2021,49
64,334,2021,49
64,222,2021,49
64,10,2021,49
64,34,2021,49
64,219,2021,49
64,92,2021,49
64,216,2021,49
64,309,2021,49
64,8,2021,49
64,333,2021,49
64,345,2021,49
64,55,2021,49
64,301,2021,49
64,190,2021,49
64,248,2021,49
64,243,2021,49
64,116,2021,49
64,148,2021,49
64,132,2021,49
64,36,2021,49
64,89,2021,49
64,138,2021,49
64,308,2021,49
64,204,2021,49
64,33,2021,49
64,306,2021,49
64,137,2021,49
64,291,2021,49
64,106,2021,49
64,309,2021,49
64,272,2021,49
64,106,2021,49
64,302,2021,49
64,226,2021,49
64,177,2021,49
64,92,2021,49
64,93,2021,49
64,308,2021,49
64,315,2021,49
64,141,2021,49
64,320,2021,49
64,165,2021,49
64,275,2021,49
64,229,2021,49
64,44,2021,49
64,75,2021,49
64,292,2021,49
64,131,2021,49
64,259,2021,49
64,322,2021,49
64,219,2021,49
64,308,2021,49
64,194,2021,49
64,315,2021,49
64,116,2021,49
64,186,2021,49
64,166,2021,49
64,305,2021,49
64,92,2021,49
64,46,2021,49
64,63,2021,49
64,51,2021,49
64,288,2021,49
64,218,2021,49
64,256,2021,49
64,188,2021,49
64,218,2021,49
64,102,2021,49
64,289,2021,49
64,220,2021,49
64,258,2021,49
64,299,2021,49
64,318,2021,49
64,270,2021,49
64,159,2021,49
64,222,2021,49
64,31,2021,49
64,229,2021,49
64,267,2021,49
64,17,2021,49
64,219,2021,49
64,312,2021,49
64,171,2021,49
64,344,2021,49
64,248,2021,49
64,275,2021,49
64,103,2021,49
64,275,2021,49
64,281,2021,49
64,52,2021,49
64,44,2021,50
64,223,2021,50
64,90,2021,50
64,48,2021,50
64,70,2021,50
64,223,2021,50
64,143,2021,50
64,293,2021,50
64,4,2021,50
64,288,2021,50
64,306,2021,50
64,85,2021,50
64,330,2021,50
64,284,2021,50
64,66,2021,50
64,107,2021,50
64,75,2021,50
64,123,2021,50
64,213,2021,50
64,34,2021,50
64,186,2021,50
64,320,2021,50
64,39,2021,50
64,88,2021,50
64,254,2021,50
64,232,2021,50
64,263,2021,50
64,308,2021,50
64,120,2021,50
64,262,2021,50
64,276,2021,50
64,137,2021,50
64,186,2021,50
64,212,2021,50
64,137,2021,50
64,306,2021,50
64,123,2021,50
64,153,2021,50
64,329,2021,50
64,340,2021,50
64,116,2021,50
64,72,2021,50
64,111,2021,50
64,226,2021,50
64,113,2021,50
64,232,2021,50
64,209,2021,50
64,326,2021,50
64,185,2021,50
64,204,2021,50
64,22,2021,50
64,57,2021,50
64,96,2021,50
64,21,2021,50
64,83,2021,50
64,229,2021,50
64,159,2021,50
64,284,2021,50
64,59,2021,50
64,46,2021,50
64,158,2021,50
64,319,2021,50
64,83,2021,50
64,343,2021,50
64,262,2021,50
64,185,2021,50
64,20,2021,50
64,298,2021,50
64,239,2021,50
64,73,2021,50
64,63,2021,50
64,124,2021,50
64,258,2021,50
64,47,2021,50
64,209,2021,50
64,8,2021,50
64,264,2021,50
64,143,2021,50
64,149,2021,50
64,131,2021,50
64,49,2021,50
64,175,2021,50
64,92,2021,50
64,222,2021,50
64,249,2021,50
64,252,2021,50
64,218,2021,50
64,107,2021,50
64,121,2021,50
64,236,2021,50
64,149,2021,50
64,136,2021,50
64,328,2021,50
64,132,2021,50
64,145,2021,50
64,81,2021,50
64,254,2021,50
64,301,2021,50
64,270,2021,50
64,1,2021,50
64,310,2021,50
64,24,2021,50
64,273,2021,50
64,210,2021,50
64,149,2021,50
64,232,2021,50
64,68,2021,50
64,257,2021,50
64,226,2021,50
64,308,2021,50
64,29,2021,50
64,312,2021,50
64,235,2021,50
64,301,2021,50
64,252,2021,50
64,339,2021,50
64,234,2021,50
64,34,2021,50
64,220,2021,50
64,149,2021,50
64,18,2021,50
64,271,2021,50
64,328,2021,50
64,81,2021,50
64,162,2021,50
64,261,2021,50
64,263,2021,50
64,246,2021,50
64,200,2021,50
64,133,2021,50
64,294,2021,50
64,298,2021,50
64,302,2021,50
64,166,2021,50
64,172,2021,50
64,198,2021,50
64,103,2021,50
64,23,2021,50
64,300,2021,50
64,279,2021,50
64,299,2021,50
64,249,2021,50
64,296,2021,50
64,8,2021,50
64,90,2021,50
64,147,2021,50
64,297,2021,50
64,79,2021,50
64,299,2021,50
64,180,2021,50
64,315,2021,50
64,301,2021,50
64,286,2021,50
64,335,2021,50
64,76,2021,50
64,279,2021,50
64,223,2021,50
64,338,2021,50
64,347,2021,50
64,65,2021,50
64,214,2021,50
64,86,2021,50
64,268,2021,50
64,318,2021,50
64,22,2021,50
64,221,2021,50
64,156,2021,50
64,162,2021,50
64,4,2021,50
64,113,2021,50
64,158,2021,50
64,309,2021,50
64,135,2021,50
64,11,2021,50
64,145,2021,50
64,347,2021,50
64,279,2021,50
64,46,2021,50
64,3,2021,50
64,80,2021,50
64,124,2021,50
64,201,2021,50
64,187,2021,50
64,153,2021,50
64,46,2021,50
64,301,2021,50
64,180,2021,50
64,110,2021,50
64,128,2021,50
64,240,2021,50
64,236,2021,50
64,301,2021,50
64,70,2021,50
64,206,2021,50
64,266,2021,50
64,136,2021,50
64,192,2021,50
64,274,2021,50
64,296,2021,50
64,269,2021,50
64,320,2021,50
64,174,2021,50
64,329,2021,50
64,279,2021,50
64,22,2021,50
64,288,2021,50
64,220,2021,51
64,138,2021,51
64,267,2021,51
64,337,2021,51
64,127,2021,51
64,187,2021,51
64,97,2021,51
64,241,2021,51
64,225,2021,51
64,344,2021,51
64,176,2021,51
64,185,2021,51
64,95,2021,51
64,332,2021,51
64,89,2021,51
64,152,2021,51
64,313,2021,51
64,90,2021,51
64,336,2021,51
64,42,2021,51
64,181,2021,51
64,258,2021,51
64,68,2021,51
64,278,2021,51
64,141,2021,51
64,32,2021,51
64,50,2021,51
64,285,2021,51
64,269,2021,51
64,285,2021,51
64,66,2021,51
64,262,2021,51
64,160,2021,51
64,54,2021,51
64,118,2021,51
64,118,2021,51
64,196,2021,51
64,8,2021,51
64,65,2021,51
64,56,2021,51
64,91,2021,51
64,227,2021,51
64,203,2021,51
64,288,2021,51
64,307,2021,51
64,81,2021,51
64,44,2021,51
64,305,2021,51
64,335,2021,51
64,118,2021,51
64,274,2021,51
64,130,2021,51
64,229,2021,51
64,300,2021,51
64,155,2021,51
64,149,2021,51
64,30,2021,51
64,158,2021,51
64,294,2021,51
64,292,2021,51
64,346,2021,51
64,171,2021,51
64,337,2021,51
64,310,2021,51
64,274,2021,51
64,254,2021,51
64,150,2021,51
64,137,2021,51
64,39,2021,51
64,38,2021,51
64,320,2021,51
64,332,2021,51
64,40,2021,51
64,254,2021,51
64,240,2021,51
64,177,2021,51
64,342,2021,51
64,268,2021,51
64,73,2021,51
64,16,2021,51
64,102,2021,51
64,41,2021,51
64,332,2021,51
64,98,2021,51
64,42,2021,51
64,53,2021,51
64,197,2021,51
64,174,2021,51
64,23,2021,51
64,135,2021,51
64,345,2021,51
64,60,2021,51
64,169,2021,51
64,17,2021,51
64,262,2021,51
64,61,2021,51
64,315,2021,51
64,153,2021,51
64,162,2021,51
64,100,2021,51
64,160,2021,51
64,133,2021,51
64,67,2021,51
64,280,2021,51
64,86,2021,51
64,10,2021,51
64,196,2021,51
64,94,2021,51
64,346,2021,51
64,294,2021,51
64,158,2021,51
64,219,2021,51
64,203,2021,51
64,328,2021,51
64,6,2021,51
64,158,2021,51
64,280,2021,51
64,157,2021,51
64,20,2021,51
64,25,2021,51
64,231,2021,51
64,292,2021,51
64,182,2021,51
64,285,2021,51
64,331,2021,51
64,89,2021,51
64,109,2021,51
64,271,2021,51
64,347,2021,51
64,330,2021,51
64,114,2021,51
64,251,2021,51
64,172,2021,51
64,7,2021,51
64,340,2021,51
64,2,2021,51
64,36,2021,51
64,190,2021,51
64,170,2021,51
64,300,2021,51
64,7,2021,51
64,143,2021,51
64,231,2021,51
64,169,2021,51
64,29,2021,51
64,73,2021,51
64,329,2021,51
64,310,2021,51
64,83,2021,51
64,316,2021,51
64,48,2021,51
64,5,2021,51
64,331,2021,51
64,192,2021,51
64,47,2021,51
64,66,2021,51
64,271,2021,51
64,331,2021,51
64,220,2021,51
64,34,2021,51
64,63,2021,51
64,1,2021,51
64,166,2021,51
64,59,2021,51
64,329,2021,51
64,247,2021,51
64,113,2021,51
64,52,2021,51
64,202,2021,51
64,259,2021,51
64,119,2021,51
64,271,2021,51
64,81,2021,51
64,14,2021,51
64,171,2021,51
64,196,2021,51
64,41,2021,51
64,319,2021,51
64,58,2021,51
64,346,2021,51
64,322,2021,51
64,188,2021,51
64,123,2021,51
64,6,2021,51
64,29,2021,52
64,254,2021,52
64,259,2021,52
64,209,2021,52
64,158,2021,52
64,14,2021,52
64,220,2021,52
64,85,2021,52
64,214,2021,52
64,146,2021,52
64,54,2021,52
64,320,2021,52
64,140,2021,52
64,188,2021,52
64,146,2021,52
64,271,2021,52
64,287,2021,52
64,257,2021,52
64,201,2021,52
64,105,2021,52
64,73,2021,52
64,47,2021,52
64,14,2021,52
64,100,2021,52
64,222,2021,52
64,336,2021,52
64,126,2021,52
64,49,2021,52
64,251,2021,52
64,197,2021,52
64,202,2021,52
64,148,2021,52
64,115,2021,52
64,128,2021,52
64,262,2021,52
64,201,2021,52
64,221,2021,52
64,103,2021,52
64,275,2021,52
64,67,2021,52
64,30,2021,52
64,57,2021,52
64,24,2021,52
64,249,2021,52
64,302,2021,52
64,131,2021,52
64,146,2021,52
64,285,2021,52
64,172,2021,52
64,50,2021,52
64,157,2021,52
64,101,2021,52
64,124,2021,52
64,145,2021,52
64,252,2021,52
64,196,2021,52
64,172,2021,52
64,298,2021,52
64,32,2021,52
64,333,2021,52
64,41,2021,52
64,144,2021,52
64,75,2021,52
64,235,2021,52
64,279,2021,52
64,161,2021,52
64,337,2021,52
64,336,2021,52
64,59,2021,52
64,190,2021,52
64,43,2021,52
64,31,2021,52
64,101,2021,52
64,89,2021,52
64,313,2021,52
64,112,2021,52
64,320,2021,52
64,82,2021,52
64,258,2021,52
64,209,2021,52
64,100,2021,52
64,171,2021,52
64,301,2021,52
64,6,2021,52
64,113,2021,52
64,325,2021,52
64,280,2021,52
64,224,2021,52
64,108,2021,52
64,44,2021,52
64,91,2021,52
64,303,2021,52
64,273,2021,52
64,116,2021,52
64,115,2021,52
64,85,2021,52
64,171,2021,52
64,18,2021,52
64,179,2021,52
64,101,2021,52
64,336,2021,52
64,41,2021,52
64,200,2021,52
64,2,2021,52
64,194,2021,52
64,56,2021,52
64,313,2021,52
64,104,2021,52
64,153,2021,52
64,281,2021,52
64,100,2021,52
64,216,2021,52
64,109,2021,52
64,29,2021,52
64,240,2021,52
64,262,2021,52
64,205,2021,52
64,103,2021,52
64,212,2021,52
64,280,2021,52
64,163,2021,52
64,227,2021,52
64,82,2021,52
64,308,2021,52
64,257,2021,52
64,116,2021,52
64,232,2021,52
64,344,2021,52
64,310,2021,52
64,53,2021,52
64,117,2021,52
64,325,2021,52
64,107,2021,52
64,106,2021,52
64,31,2021,52
64,273,2021,52
64,131,2021,52
64,324,2021,52
64,319,2021,52
64,130,2021,52
64,141,2021,52
64,38,2021,52
64,106,2021,52
64,182,2021,52
64,244,2021,52
64,130,2021,52
64,177,2021,52
64,226,2021,52
64,322,2021,52
64,314,2021,52
64,140,2021,52
64,328,2021,52
64,305,2021,52
64,92,2021,52
64,138,2021,52
64,101,2021,52
64,98,2021,52
64,83,2021,52
64,160,2021,52
64,129,2021,52
64,65,2021,52
64,261,2021,52
64,27,2021,52
64,333,2021,52
64,276,2021,52
64,277,2021,52
64,18,2021,52
64,218,2021,52
64,231,2021,52
64,266,2021,52
64,245,2021,52
64,320,2021,52
64,230,2021,52
64,166,2021,52
64,77,2021,52
64,231,2021,52
64,57,2021,52
64,133,2021,52
64,183,2021,52
64,147,2021,52
64,66,2021,52
64,13,2021,52
64,190,2021,52
64,249,2021,52
64,318,2021,52
64,151,2021,52
64,166,2021,52
64,347,2021,52
64,43,2021,52
64,171,2021,52
64,210,2021,52
64,172,2021,52
64,189,2021,52
64,125,2021,52
64,258,2021,52
64,329,2021,52
64,67,2021,52
64,79,2021,52
64,132,2021,52
64,299,2021,52
64,242,2021,52
64,293,2021,52
64,347,2021,52
64,125,2021,52
64,170,2021,52
64,149,2021,52
64,4,2021,52
64,44,2021,52
64,258,2021,52
64,91,2021,52
64,340,2021,52
64,95,2021,52
64,162,2021,52
64,151,2021,52
64,20,2021,52
64,213,2021,52
64,123,2021,52
64,61,2021,52
64,227,2021,52
64,248,2021,52
64,300,2021,52
64,141,2021,52
64,102,2021,52
64,241,2021,52
64,23,2021,52
64,160,2021,52
64,100,2021,52
64,143,2021,52
64,181,2021,52
64,98,2021,52
64,138,2021,52
64,103,2021,52
64,68,2021,52
64,224,2021,52
64,312,2021,52
64,309,2021,52
64,234,2021,52
64,112,2021,52
64,96,2021,52
64,288,2021,52
64,4,2021,52
64,201,2021,52
64,217,2021,52
64,268,2021,52
64,85,2021,52
64,9,2021,52
64,81,2021,52
64,178,2021,52
64,163,2021,52
64,233,2021,52
64,220,2021,52
64,91,2021,52
64,217,2021,52
64,218,2021,52
64,342,2021,52
64,36,2021,52
64,216,2021,52
64,239,2021,52
64,265,2021,52
64,107,2021,52
64,124,2021,52
64,127,2021,52
64,228,2021,52
64,120,2021,52
64,324,2021,52
64,211,2021,52
64,99,2021,52
64,252,2021,52
64,127,2021,35
64,172,2021,35
64,97,2021,35
64,191,2021,35
64,67,2021,35
64,316,2021,35
64,83,2021,35
64,307,2021,35
64,120,2021,35
64,26,2021,35
64,168,2021,35
64,110,2021,35
64,290,2021,35
64,141,2021,35
64,224,2021,35
64,184,2021,35
64,32,2021,35
64,195,2021,35
64,53,2021,35
64,46,2021,35
64,81,2021,35
64,34,2021,35
64,28,2021,35
64,7,2021,35
64,58,2021,35
64,46,2021,35
64,180,2021,35
64,11,2021,35
64,271,2021,35
64,316,2021,35
64,283,2021,35
64,16,2021,35
64,99,2021,35
64,58,2021,35
64,221,2021,35
64,329,2021,35
64,262,2021,35
64,184,2021,35
64,312,2021,35
64,250,2021,35
64,133,2021,35
64,186,2021,35
64,128,2021,35
64,96,2021,35
64,51,2021,35
64,146,2021,35
64,113,2021,35
64,279,2021,35
64,293,2021,35
64,284,2021,35
64,344,2021,35
64,176,2021,35
64,172,2021,35
64,305,2021,35
64,99,2021,35
64,34,2021,35
64,226,2021,35
64,266,2021,35
64,125,2021,35
64,149,2021,35
64,327,2021,35
64,299,2021,35
64,15,2021,35
64,108,2021,35
64,229,2021,35
64,149,2021,35
64,193,2021,35
64,153,2021,35
64,243,2021,35
64,87,2021,35
64,167,2021,35
64,5,2021,35
64,162,2021,35
64,281,2021,35
64,248,2021,35
64,93,2021,35
64,117,2021,35
64,32,2021,35
64,285,2021,35
64,127,2021,35
64,58,2021,35
64,17,2021,35
64,189,2021,35
64,247,2021,35
64,263,2021,35
64,303,2021,35
64,286,2021,35
64,93,2021,35
64,226,2021,35
64,4,2021,35
64,50,2021,35
64,140,2021,35
64,190,2021,35
64,86,2021,35
64,320,2021,35
64,104,2021,35
64,307,2021,35
64,158,2021,35
64,314,2021,35
64,235,2021,35
64,231,2021,35
64,154,2021,35
64,141,2021,35
64,207,2021,35
64,265,2021,35
64,205,2021,35
64,170,2021,35
64,49,2021,35
64,239,2021,35
64,104,2021,35
64,194,2021,35
64,305,2021,35
64,189,2021,35
64,159,2021,35
64,122,2021,35
64,82,2021,35
64,271,2021,35
64,120,2021,35
64,190,2021,35
64,340,2021,35
64,328,2021,35
64,301,2021,35
64,91,2021,35
64,77,2021,35
64,339,2021,35
64,202,2021,35
64,105,2021,35
64,8,2021,35
64,172,2021,35
64,300,2021,35
64,60,2021,35
64,75,2021,35
64,115,2021,35
64,302,2021,35
64,326,2021,35
64,338,2021,35
64,210,2021,35
64,287,2021,35
64,299,2021,35
64,167,2021,35
64,245,2021,35
64,109,2021,35
64,317,2021,35
64,193,2021,35
64,264,2021,35
64,57,2021,35
64,44,2021,35
64,96,2021,35
64,328,2021,35
64,122,2021,35
64,266,2021,35
64,196,2021,35
64,160,2021,35
64,161,2021,35
64,35,2021,35
64,333,2021,35
64,317,2021,35
64,266,2021,35
64,104,2021,35
64,347,2021,35
64,17,2021,35
64,206,2021,35
64,299,2021,35
64,56,2021,35
64,346,2021,35
64,136,2021,35
64,239,2021,35
64,132,2021,35
64,284,2021,35
64,313,2021,35
64,202,2021,35
64,286,2021,35
64,151,2021,35
64,35,2021,35
64,41,2021,35
64,305,2021,35
64,84,2021,35
64,142,2021,35
64,166,2021,35
64,321,2021,35
64,64,2021,35
64,142,2021,35
64,100,2021,35
64,160,2021,35
64,248,2021,35
64,24,2021,35
64,93,2021,35
64,139,2021,35
64,228,2021,35
64,76,2021,35
64,63,2021,35
64,253,2021,35
64,230,2021,35
64,275,2021,35
64,311,2021,35
64,203,2021,35
64,274,2021,35
64,63,2021,35
64,170,2021,35
64,204,2021,35
64,103,2021,35
64,93,2021,35
64,102,2021,35
64,131,2021,35
64,211,2021,35
64,50,2021,35
64,241,2021,35
64,93,2021,35
64,185,2021,35
64,343,2021,35
64,178,2021,35
64,55,2021,35
64,69,2021,35
64,133,2021,35
64,311,2021,35
64,63,2021,35
64,219,2021,35
64,35,2021,36
64,202,2021,36
64,169,2021,36
64,156,2021,36
64,224,2021,36
64,136,2021,36
64,340,2021,36
64,205,2021,36
64,251,2021,36
64,311,2021,36
64,52,2021,36
64,152,2021,36
64,324,2021,36
64,159,2021,36
64,100,2021,36
64,106,2021,36
64,301,2021,36
64,192,2021,36
64,241,2021,36
64,180,2021,36
64,210,2021,36
64,174,2021,36
64,124,2021,36
64,33,2021,36
64,161,2021,36
64,107,2021,36
64,274,2021,36
64,183,2021,36
64,145,2021,36
64,186,2021,36
64,195,2021,36
64,134,2021,36
64,160,2021,36
64,195,2021,36
64,233,2021,36
64,116,2021,36
64,318,2021,36
64,175,2021,36
64,117,2021,36
64,56,2021,36
64,343,2021,36
64,230,2021,36
64,80,2021,36
64,21,2021,36
64,313,2021,36
64,339,2021,36
64,175,2021,36
64,170,2021,36
64,231,2021,36
64,28,2021,36
64,199,2021,36
64,86,2021,36
64,181,2021,36
64,278,2021,36
64,324,2021,36
64,262,2021,36
64,27,2021,36
64,2,2021,36
64,126,2021,36
64,116,2021,36
64,231,2021,36
64,169,2021,36
64,307,2021,36
64,202,2021,36
64,325,2021,36
64,217,2021,36
64,74,2021,36
64,111,2021,36
64,19,2021,36
64,75,2021,36
64,102,2021,36
64,292,2021,36
64,131,2021,36
64,256,2021,36
64,103,2021,36
64,212,2021,36
64,146,2021,36
64,46,2021,36
64,223,2021,36
64,262,2021,36
64,97,2021,36
64,271,2021,36
64,21,2021,36
64,93,2021,36
64,152,2021,36
64,169,2021,36
64,327,2021,36
64,49,2021,36
64,31,2021,36
64,247,2021,36
64,306,2021,36
64,148,2021,36
64,115,2021,36
64,176,2021,36
64,118,2021,36
64,160,2021,36
64,118,2021,36
64,100,2021,36
64,144,2021,36
64,333,2021,36
64,154,2021,36
64,9,2021,36
64,197,2021,36
64,202,2021,36
64,144,2021,36
64,94,2021,36
64,54,2021,36
64,111,2021,36
64,199,2021,36
64,27,2021,36
64,11,2021,36
64,13,2021,36
64,100,2021,36
64,301,2021,36
64,244,2021,36
64,69,2021,36
64,291,2021,36
64,309,2021,36
64,48,2021,36
64,255,2021,36
64,82,2021,36
64,30,2021,36
64,312,2021,36
64,98,2021,36
64,290,2021,36
64,53,2021,36
64,133,2021,36
64,254,2021,36
64,80,2021,36
64,6,2021,36
64,159,2021,36
64,123,2021,36
64,100,2021,36
64,65,2021,36
64,135,2021,36
64,274,2021,36
64,53,2021,36
64,116,2021,36
64,38,2021,36
64,338,2021,36
64,135,2021,36
64,183,2021,36
64,67,2021,36
64,142,2021,36
64,313,2021,36
64,85,2021,36
64,174,2021,36
64,295,2021,36
64,293,2021,36
64,15,2021,36
64,225,2021,36
64,107,2021,36
64,65,2021,36
64,121,2021,36
64,206,2021,36
64,193,2021,36
64,52,2021,36
64,140,2021,36
64,150,2021,36
64,311,2021,36
64,165,2021,36
64,286,2021,36
64,208,2021,36
64,168,2021,36
64,105,2021,36
64,233,2021,36
64,237,2021,36
64,49,2021,36
64,103,2021,36
64,316,2021,36
64,46,2021,36
64,198,2021,36
64,250,2021,36
64,201,2021,36
64,258,2021,36
64,144,2021,36
64,141,2021,36
64,234,2021,36
64,196,2021,36
64,183,2021,36
64,61,2021,36
64,56,2021,36
64,27,2021,36
64,236,2021,36
64,5,2021,36
64,90,2021,36
64,157,2021,36
64,344,2021,36
64,115,2021,36
64,30,2021,36
64,253,2021,36
64,83,2021,36
64,243,2021,36
64,235,2021,36
64,15,2021,36
64,48,2021,36
64,135,2021,36
64,342,2021,36
64,336,2021,36
64,243,2021,36
64,217,2021,36
64,235,2021,36
64,117,2021,36
64,167,2021,36
64,318,2021,36
64,194,2021,36
64,102,2021,36
64,347,2021,36
64,72,2021,36
64,143,2021,36
64,199,2021,36
64,89,2021,36
64,113,2021,36
64,224,2021,36
64,294,2021,36
64,324,2021,36
64,244,2021,36
64,40,2021,36
64,210,2021,36
64,346,2021,36
64,71,2021,36
64,91,2021,37
64,339,2021,37
64,34,2021,37
64,162,2021,37
64,89,2021,37
64,49,2021,37
64,65,2021,37
64,308,2021,37
64,182,2021,37
64,179,2021,37
64,170,2021,37
64,73,2021,37
64,107,2021,37
64,346,2021,37
64,129,2021,37
64,212,2021,37
64,265,2021,37
64,299,2021,37
64,46,2021,37
64,216,2021,37
64,336,2021,37
64,204,2021,37
64,151,2021,37
64,43,2021,37
64,192,2021,37
64,133,2021,37
64,139,2021,37
64,314,2021,37
64,200,2021,37
64,312,2021,37
64,341,2021,37
64,181,2021,37
64,74,2021,37
64,84,2021,37
64,195,2021,37
64,132,2021,37
64,114,2021,37
64,14,2021,37
64,311,2021,37
64,153,2021,37
64,5,2021,37
64,13,2021,37
64,68,2021,37
64,257,2021,37
64,170,2021,37
64,8,2021,37
64,99,2021,37
64,268,2021,37
64,92,2021,37
64,335,2021,37
64,159,2021,37
64,154,2021,37
64,285,2021,37
64,289,2021,37
64,320,2021,37
64,59,2021,37
64,114,2021,37
64,313,2021,37
64,228,2021,37
64,22,2021,37
64,86,2021,37
64,105,2021,37
64,141,2021,37
64,102,2021,37
64,321,2021,37
64,92,2021,37
64,333,2021,37
64,45,2021,37
64,195,2021,37
64,58,2021,37
64,140,2021,37
64,117,2021,37
64,221,2021,37
64,2,2021,37
64,242,2021,37
64,250,2021,37
64,198,2021,37
64,117,2021,37
64,93,2021,37
64,71,2021,37
64,149,2021,37
64,10,2021,37
64,284,2021,37
64,208,2021,37
64,154,2021,37
64,274,2021,37
64,160,2021,37
64,129,2021,37
64,272,2021,37
64,109,2021,37
64,346,2021,37
64,235,2021,37
64,66,2021,37
64,11,2021,37
64,150,2021,37
64,206,2021,37
64,266,2021,37
